"","predNumber","Month.2","Month.3","Month.4","Month.5","Month.6","Month.7","Month.8","Month.9","Month.10","Month.11","Month.12","Month.13"
"135",671,0.0589628138624751,0.0589179948991921,0.0588731759359066,0.0588283569726236,0.058783538009338,0.0587387190460549,0.0586939000827695,0.0586490811194864,0.0586042621562034,0.0585594431929179,0.0585146242296348,0.0584698052663493
"136",770,1.27324647046492,1.27227288273723,1.27129929500954,1.27032570728185,1.26935211955416,1.26837853182647,1.26740494409878,1.26643135637109,1.2654577686434,1.26448418091571,1.26351059318803,1.26253700546034
"137",869,0.00916419758573867,0.00929610843882515,0.00942801929191145,0.00955993014499794,0.00969184099808424,0.00982375185117072,0.00995566270425703,0.0100875735573435,0.0102194844104298,0.0103513952635161,0.0104833061166026,0.0106152169696889
"138",968,0.0164633873960701,0.0241312532658435,0.0317991191356171,0.0394669850053907,0.0471348508751641,0.0548027167449377,0.0624705826147111,0.0701384484844847,0.0778063143542581,0.0854741802240317,0.0931420460938053,0.100809911963579
"139",1067,0.0387254298363713,0.0391967741937321,0.0396681185510931,0.0401394629084541,0.0406108072658176,0.0410821516231786,0.0415534959805396,0.0420248403379004,0.0424961846952614,0.0429675290526224,0.0434388734099833,0.0439102177673442
"140",1166,0.0107284840684689,0.0123706345023105,0.0140127849361509,0.0156549353699913,0.0172970858038317,0.018939236237672,0.0205813866715125,0.0222235371053528,0.0238656875391933,0.0255078379730348,0.0271499884068753,0.0287921388407156
"141",80,0.290793148755564,0.0699600687626934,0.135933016343866,0.0792985869050154,0.069899774915293,0.0646687238315111,0.0594376727477291,0.0555143844348927,0.0557588570279967,0.0572227774940328,0.068329982542894,0.0752694266858161
"142",378,0.0476190476190477,0.0476190476190477,0.019607843137255,0.00840336134453773,0.0364145658263305,0.0644257703081232,0.120448179271709,0.0924369747899159,0.0924369747899159,0.148459383753501,0.148459383753501,0.204481792717087
"143",477,0.0285714285714286,0.0285714285714286,0.0514285714285714,0.0514285714285714,0.0285714285714286,0.0285714285714286,0.0514285714285714,0.0514285714285714,0.0514285714285714,0.0742857142857143,0.0514285714285714,0.0742857142857143
"144",576,0.00613496932515337,0.0306748466257669,0.0552147239263804,0.0429447852760736,0.0674846625766871,0.0920245398773006,0.0920245398773006,0.0674846625766871,0.0552147239263804,0.0429447852760736,0.0552147239263804,0.0674846625766871
"145",83,0.00600043482264662,0.00862570353539434,0.0123591883169036,0.015544258499737,0.0139963721137304,0.00935271295571023,0.00625694018369689,0.00316116741168341,0.00470905379769022,0.00625694018369689,0.00780482656970356,0.00625694018369689
"146",84,0.00307433810570595,0.00758053783237118,0.0191279250606198,0.01315463149702,0.0114121757922923,0.00753611349309277,0.00812400074249821,0.00347832933217625,0.00135849892654004,0.000900176887920867,0.000149290081791679,0.00207625384373131
"147",183,0.614819994931598,0.375592515803805,0.00837236357777857,0.176593863866272,0.659618773948318,0.336361761303161,0.0122957061055969,0.138942928944313,0.376896667408552,0.406261944530292,0.0289591713403836,0.0403919734322983
"148",282,0.415678817329855,0.339484888044111,0.201474499085345,0.237601106623978,0.333000350797268,0.312193430028173,0.163113203426262,0.143316740791729,0.283095641553086,0.37981530589239,0.0723337928727365,0.0169648706817315
"149",381,0.0555742296918768,0.0899719887955183,0.097310924369748,0.0821008403361346,0.0502521008403362,0.0110364145658265,0.0269467787114845,0.0564985994397758,0.0733893557422968,0.0763585434173669,0.0671988795518206,0.0496638655462184
"150",480,0,0,0,0,0,0,0,0,0,0,0,0
"151",579,0.0543008957055214,0.0675374478527607,0.0851536564417178,0.0165595337423313,0.0334295705521472,0.0651056932515337,0.0448374601226994,0.0665578159509203,0.0981158895705521,0.0854093128834356,0.0622120858895705,0.0837650920245398
"152",678,0.0942013105033978,0.186559429476893,0.0612551740710905,0.114347353779039,0.0435650757210253,0.0305704522732247,0.0786850881567632,0.186070672120417,0.173883349380826,0.0468307529834497,0.0573499784765607,0.115409975494363
"153",777,1.92057017189987,0.586082637384042,1.6493323914722,2.22443957265074,1.30350087115789,0.763588266108217,1.86421864686537,0.964436894278165,1.75280545037177,1.1852698771943,0.777592390641167,2.20667477113496
"154",185,0.37525671628881,0.258117350592962,0.297163805824911,0.37525671628881,0.0933007464945823,0.0628850744332152,0.0152078360306836,0.37525671628881,0.219070895361013,0.687628358144405,0.101931529665165,0.37525671628881
