"","team_name","domain","Month.1","Month.2","Month.3","Month.4","Month.5","Month.6","Month.7","Month.8","Month.9","Month.10","Month.11","Month.12","mean_abs_error_w1","MASE1_w1","Method.code"
"146","Dutch East India Company","ideoldem",43,42,41,42.5,43,44,45,47,47,46,46,45,3.709052535,3.491536708,"Data-Driven"
"147","Team29","ideoldem",43,44,45,46,47,48,49,50,50,50,50,50,3.790870717,3.568556697,"Intuition/Theory"
"148","Average Joes","ideoldem",43.3,43.3,43.3,43.3,43.3,43.3,43.3,43.3,43.3,43.3,43.3,43.4,3.841520068,3.616235738,"Data-Driven"
"149","RTTMT","ideoldem",43.30266437,43.30266437,43.30266437,43.30266437,43.30266437,43.30266437,43.30266437,43.30266437,43.30266437,43.30266437,43.30266437,43.30266437,3.847946607,3.622285396,"Intuition/Theory"
"150","Imielin","ideoldem",43.01,43.04,43.05,43.06,43.1,43.08,43,43.04,43.07,43.06,43.09,43.04,4.098792795,3.858420814,"Intuition/Theory"
"151","TheMets","ideoldem",43.3,42.8,43.3,42.8,43.3,42.8,43.3,42.8,43.3,42.8,43.3,42.8,4.12333825,3.881526811,"Data-Driven"
"152","NYHC","ideoldem",38,40,41,43,46,48,50,49,48,47,46,45,4.245416172,3.996445525,"Intuition/Theory"
"153","Skuld Forecasting Systems","ideoldem",43.8,43.75,43.54,43.24,42.91,42.6,42.33,42.09,41.88,41.71,41.57,41.45,4.515156432,4.25036698,"Hybrid"
"154","ab","ideoldem",42,42,42,42,42,42,42,42,42,42,42,42,5.150610977,4.848555561,"Data-Driven"
"155","Goldensaber","ideoldem",43.3,43.3,43,42.5,42.3,41,40.6,40.6,40.6,40.6,40.6,40.6,5.477883705,5.156635517,"Intuition/Theory"
"156","A Woman Scientist","ideoldem",40,39,41,43,45,40,41,42,43,41,41,40,5.968792795,5.61875545,"Intuition/Theory"
"157","SCREEN Team","ideoldem",45,50,50,50,55,55,55,55,55,55,55,55,6.018522215,5.665568509,"Intuition/Theory"
"158","BlackSwan","ideoldem",39,41,40,41,40,41,40,40,41,40,41,40,6.877883705,6.474533105,"Intuition/Theory"
"159","Erebuni","ideolrep",39,39,42,42,44,47,48,47,43,42,41,42,1.570906165,1.612954585,"Intuition/Theory"
"160","IPZ_predi","ideolrep",39.62509537,41.63873291,41.64123154,41.64372635,41.64622498,41.6487236,41.65121841,41.65371704,41.62624741,41.62874222,41.63124084,41.63373947,1.591108084,1.633697247,"Data-Driven"
"161","CarrNCUSA","ideolrep",41.3,40.6,40.59387,40.59382,40.59382,40.59382,40.59382,40.59382,40.59382,40.59382,40.59382,40.59382,1.984335147,2.037449813,"Data-Driven"
"162","ab","ideolrep",40,40,40,40,40,40,40,40,40,40,40,40,2.603451364,2.673137903,"Data-Driven"
"163","Bluebirds","ideolrep",37.625,37.1947,38.4808,39.0497,40.7266,41.716,41.1082,40.8005,40.2346,40.0212,40.3989,41.6016,2.919815,2.997969639,"Data-Driven"
"164","Old Chickens","ideolrep",38.14050106,38.29213901,38.43888541,38.94213668,40.02345615,40.73228184,42.28784731,40.1551006,39.33892999,39.49056794,39.62753124,39.77916919,2.975304417,3.05494434,"Data-Driven"
"165","Team IPA","ideolrep",39,39,38,38,39,40,41,41,41,41.5,42,43,3.038516298,3.119848213,"Intuition/Theory"
"166","NYHC","ideolrep",31,35,38,40,43,45,48,47,46,45,44,43,3.276776038,3.364485448,"Intuition/Theory"
"167","Heisenburg","ideolrep",37.7,37.82,37.47,37.82,38.39,39.6,40.81,42.07,41.29,41.27,39,37.75,3.614879935,3.711639365,"Data-Driven"
"168","Team29","ideolrep",35,37,39,41,43,45,47,49,50,50,50,50,4.094957856,4.204567525,"Intuition/Theory"
"169","The Nowcast","ideolrep",35.56,37.48,38,38.5,38.75,39.25,39.5,38,38,38,38,38,4.508905909,4.629595718,"Data-Driven"
"170","Turing Tesla Solutions","ideolrep",38,40,38,35,37,39,40,38,38,38,38,38,4.512542273,4.633329416,"Data-Driven"
"171","fearfulastra","ideolrep",37.476,36.928,36.604,36.981,37.405,38.089,38.158,38.225,38.295,38.364,38.427,38.496,4.862269545,4.992417833,"Data-Driven"
"172","Dutch East India Company","ideolrep",35,34,34,35,37,39,40,41,41,40,39,39,5.057996818,5.193384135,"Data-Driven"
"173","Junesix","ideolrep",34,34,35,36,37,38,40,39,39,41,41,43,5.083970844,5.220053406,"Data-Driven"
"174","Imielin","ideolrep",35.02,37.04,37.09,37.2,37.22,37.25,37.3,37.32,37.4,37.5,38.01,38.5,5.380724091,5.524749843,"Intuition/Theory"
"175","md2000","ideolrep",38,39,38,37,38,37,36,36,36,36,37,37,5.421633182,5.566753947,"Intuition/Theory"
"176","Goldensaber","ideolrep",36.7,36.7,36.4,36.4,36.7,37,37.5,37.7,37.7,37.7,37.7,37.7,5.494360455,5.641427909,"Intuition/Theory"
"177","Average Joes","ideolrep",36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,5.903451364,6.061468948,"Data-Driven"
"178","RTTMT","ideolrep",36.69545774,36.69545774,36.69545774,36.69545774,36.69545774,36.69545774,36.69545774,36.69545774,36.69545774,36.69545774,36.69545774,36.69545774,5.907993624,6.06613279,"Intuition/Theory"
"179","TheMets","ideolrep",36.7,36.5,36.7,36.5,36.7,36.5,36.7,36.5,36.7,36.5,36.7,36.5,6.012542273,6.173479891,"Data-Driven"
"180","The Bingo Jingoists","ideolrep",35.2,35.05,34.76,33.99,33.98,36.85,37.87,36.45,35.78,37.78,37.25,36.56,6.627087727,6.804474874,"Hybrid"
"181","A Woman Scientist","ideolrep",38,39,36,35,36,34,35,36,37,35,35,34,6.876178636,7.060233195,"Intuition/Theory"
"182","MLTS","ideolrep",35.04883061,34.64922938,34.57181673,34.7625017,35.1515189,35.62795288,36.09007126,36.45161105,36.66215373,36.70756116,36.60849622,36.40972979,6.959876847,7.146171755,"Data-Driven"
"183","Bordeaux","ideolrep",35.643,35.469,35.166,35.259,35.381,35.689,35.759,35.714,35.714,35.819,35.714,35.714,7.028269545,7.216395119,"Data-Driven"
"184","StatFore","ideolrep",35.06611854,34.76641761,34.70835813,34.85137185,35.14313476,35.50046024,35.84704902,36.11820387,36.27611088,36.31016646,36.23586774,36.08679292,7.091274896,7.281086932,"Data-Driven"
"185","BRTWN","ideolrep",33.71636,32.48795,32.22611,32.76857,33.90602,35.30572,36.66247,37.71749,38.31951,38.42613,38.09934,37.47344,7.258942273,7.453242259,"Data-Driven"
"186","LongerSquigglyLines","ideolrep",33.716,32.488,32.226,32.769,33.906,35.306,36.662,37.717,38.32,38.426,38.099,37.473,7.259087727,7.453391607,"Data-Driven"
"187","AbCdEfG","ideolrep",37.5,36.9,36.31,35.79,35.35,34.99,34.68,34.43,34.22,34.05,33.9,33.78,7.359815,7.556815045,"Data-Driven"
"188","Sociology","ideolrep",35,35,35,35,35,35,35,35,35,35,35,35,7.603451364,7.806972819,"Intuition/Theory"
"189","Skuld Forecasting Systems","ideolrep",35.7,35.66,35.48,35.22,34.95,34.69,34.46,34.26,34.08,33.92,33.82,33.71,7.887996818,8.099134697,"Hybrid"
"190","Tosbik","ideolrep",35,34,34,36,37,33,32,34,36,36,35,34,8.057996818,8.273685085,"Intuition/Theory"
"191","BlackSwan","ideolrep",33,35,34,35,34,35,34,34,35,34,35,34,8.330724091,8.553712444,"Intuition/Theory"
"192","SCREEN Team","ideolrep",35,30,25,25,25,25,25,25,25,25,25,25,16.239815,16.67450586,"Intuition/Theory"
"193","The Well-Adjusted R Squares","igend",0.3576008,0.3572433,0.3568859,0.3565284,0.3561709,0.3558134,0.355456,0.3550985,0.354741,0.3543836,0.3540261,0.3536686,0.005866153,0.52682963,"Hybrid"
"194","fearfulastra","igend",0.361,0.357,0.365,0.35,0.354,0.357,0.357,0.356,0.356,0.356,0.355,0.355,0.007131315,0.640451699,"Data-Driven"
"195","MLTS","igend",0.360005116,0.359828593,0.359652071,0.359475549,0.359299027,0.359122504,0.358945982,0.35876946,0.358592937,0.358416415,0.358239893,0.358063371,0.008448039,0.758704525,"Data-Driven"
"196","Heisenburg","igend",0.348083466,0.360394944,0.362556204,0.378618488,0.347102969,0.357999886,0.359875656,0.351917322,0.345989652,0.355424961,0.360681217,0.361636145,0.009134545,0.820358517,"Data-Driven"
"197","Bordeaux","igend",0.361,0.361,0.361,0.36,0.36,0.36,0.36,0.358,0.358,0.36,0.36,0.36,0.009271454,0.83265408,"Data-Driven"
"198","Team29","igend",0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.009354787,0.84013811,"Intuition/Theory"
"199","Heather Shimmer","igend",0.3604,0.3604,0.3604,0.3604,0.3604,0.3604,0.3604,0.3604,0.3604,0.3604,0.3604,0.3604,0.009754787,0.876061456,"Data-Driven"
"200","Bluebirds","igend",0.361,0.361,0.361,0.361,0.361,0.361,0.361,0.361,0.361,0.361,0.361,0.361,0.010354787,0.929946474,"Data-Driven"
"201","WQXZ","igend",0.36254,0.36278,0.36217,0.36141,0.36067,0.3601,0.35984,0.35992,0.36028,0.3608,0.3613,0.36162,0.010473954,0.940648637,"Data-Driven"
"202","BRTWN","igend",0.3617207,0.3617207,0.3617207,0.3617207,0.3617207,0.3617207,0.3617207,0.3617207,0.3617207,0.3617207,0.3617207,0.36,0.010932095,0.98179359,"Data-Driven"
"203","LongerSquigglyLines","igend",0.370685,0.346239,0.331944,0.378714,0.348919,0.355908,0.360306,0.355144,0.333946,0.353772,0.360745,0.355293,0.013096388,1.176165128,"Data-Driven"
"204","MORDEAUX Team","igend",0.3627,0.3693,0.3723,0.3604,0.3666,0.3603,0.367,0.3579,0.3745,0.3569,0.3588,0.3622,0.013741531,1.23410444,"Intuition/Theory"
"205","AbCdEfG","igend",0.3638,0.3645,0.3648,0.365,0.3651,0.3651,0.3651,0.3651,0.3651,0.3651,0.3651,0.3651,0.01426312,1.280947494,"Data-Driven"
"206","Average Joes","igend",0.365107699,0.365107699,0.365107699,0.365107699,0.365107699,0.365107699,0.365107699,0.365107699,0.365107699,0.365107699,0.365107699,0.365107699,0.014462486,1.298852234,"Data-Driven"
"207","FMTeam","igend",0.365108,0.365108,0.365108,0.365108,0.365108,0.365108,0.365108,0.365108,0.365108,0.365108,0.365108,0.365108,0.014462787,1.298879231,"Data-Driven"
"208","TeamKL","igend",0.37,0.38,0.36,0.39,0.35,0.36,0.35,0.36,0.35,0.36,0.39,0.35,0.015108742,1.356891422,"Intuition/Theory"
"209","TheMets","igend",0.381,0.359,0.381,0.359,0.381,0.359,0.381,0.359,0.381,0.359,0.381,0.359,0.019354787,1.738221744,"Data-Driven"
"210","A Woman Scientist","igend",0.37,0.38,0.37,0.39,0.38,0.37,0.38,0.37,0.38,0.35,0.38,0.37,0.024983198,2.243700125,"Intuition/Theory"
"211","BlackSwan","igend",0.33,0.3,0.33,0.3,0.33,0.3,0.33,0.3,0.33,0.3,0.33,0.3,0.035645213,3.201238242,"Intuition/Theory"
"212","Sociology","igend",0.38,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.038521454,3.459548709,"Intuition/Theory"
"213","Imielin","igend",0.39,0.4,0.41,0.4,0.4,0.4,0.41,0.4,0.39,0.39,0.39,0.4,0.04768812,4.28279204,"Intuition/Theory"
"214","1859","igend",0.451177879,0.469998446,0.487400661,0.423151182,0.31531267,0.343069661,0.33070048,0.41393489,0.346445309,0.325965101,0.360973853,0.340531937,0.050566705,4.541313014,"Data-Driven"
"215","polarization-2020CO","lifesat",6.29,6.29,6.31,6.33,6.33,6.36,6.34,6.35,6.36,6.4,6.39,6.4,0.032909337,1.035162732,"Intuition/Theory"
"216","NotGreatWithNamesTeam","lifesat",6.359,6.35,6.345,6.3619,6.3619,6.3619,6.3619,6.3619,6.3619,6.3619,6.3619,6.3619,0.038007716,1.195532156,"Data-Driven"
"217","Average Joes","lifesat",6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,0.038749382,1.21886127,"Data-Driven"
"218","C-Team","lifesat",6.361402543,6.361402543,6.361402543,6.361402543,6.361402543,6.361402543,6.361402543,6.361402543,6.361402543,6.361402543,6.361402543,6.361402543,0.040151925,1.262978244,"Data-Driven"
"219","FMTeam","lifesat",6.3619,6.3619,6.3619,6.3619,6.3619,6.3619,6.3619,6.3619,6.3619,6.3619,6.3619,6.3619,0.040649382,1.278625743,"Data-Driven"
"220","RTTMT","lifesat",6.361904877,6.361904877,6.361904877,6.361904877,6.361904877,6.361904877,6.361904877,6.361904877,6.361904877,6.361904877,6.361904877,6.361904877,0.040654259,1.278779149,"Data-Driven"
"221","AbCdEfG","lifesat",6.37,6.28,6.24,6.25,6.28,6.29,6.31,6.3,6.29,6.32,6.32,6.31,0.041065204,1.291705418,"Hybrid"
"222","CoronaSky","lifesat",6.35,6.38,6.35,6.32,6.3,6.28,6.3,6.33,6.35,6.38,6.4,6.42,0.047596636,1.497151509,"Intuition/Theory"
"223","Patricia Arriaga","lifesat",6.372,6.307,6.272,6.306,6.321,6.351,6.38,6.393,6.391,6.419,6.46,6.346,0.050034666,1.573839703,"Intuition/Theory"
"224","ms607","lifesat",6.24,6.26,6.22,6.24,6.27,6.26,6.28,6.32,6.3,6.35,6.36,6.34,0.050415472,1.585817966,"Hybrid"
"225","A Woman Scientist","lifesat",6.4,6.3,6.3,6.3,6.4,6.4,6.4,6.44,6.38,6.36,6.35,6.4,0.05315236,1.671906739,"Intuition/Theory"
"226","TheMets","lifesat",6.362,6.387,6.362,6.387,6.362,6.387,6.362,6.387,6.362,6.387,6.362,6.387,0.053249382,1.674958565,"Data-Driven"
"227","Not a fortune teller","lifesat",6.3,6.3,6.3,6.3,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,0.056263343,1.769762655,"Intuition/Theory"
"228","4 chimps with a dart","lifesat",6.371621834,6.311220741,6.343768437,6.348063229,6.370721334,6.396651361,6.413989808,6.407538238,6.406474128,6.424569907,6.437782509,6.43919129,0.068048784,2.140473524,"Hybrid"
"229","WeGen","lifesat",6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,0.078749382,2.477060704,"Intuition/Theory"
"230","meebe","lifesat",6.5,6.3,6.2,6.3,6.3,6.2,6.2,6.3,6.3,6.2,6.3,6.3,0.079398538,2.497479876,"Hybrid"
"231","Duckling Power","lifesat",6.4,6.3,6.35,6.25,6.3,6.2,6.15,6.2,6.25,6.3,6.35,6.4,0.079461779,2.499469141,"Intuition/Theory"
"232","The Forecasting Four","lifesat",6.08,6.095,6.14,6.24,6.28,6.23,6.3,6.36,6.33,6.33,6.37,6.34,0.079943082,2.514608515,"Intuition/Theory"
"233","Waterloo Purple Jackets","lifesat",6.421657133,6.404696788,6.380576899,6.36,6.37,6.4,6.42,6.44,6.43,6.42,6.41,6.42,0.085160284,2.678715525,"Data-Driven"
"234","King Octopus","lifesat",6.50142,6.47,6.33,6.18,6.24,6.3,6.33,6.35,6.4,6.45,6.4,6.42,0.090214969,2.83771058,"Hybrid"
"235","BlackSwan","lifesat",6.1,6.1,6.1,6.2,6.2,6.25,6.25,6.3,6.3,6.35,6.35,6.4,0.093346129,2.936201163,"Intuition/Theory"
"236","LongerSquigglyLines","lifesat",6.480284,6.411449,6.336848,6.375438,6.386695,6.411736,6.407938,6.437951,6.451646,6.466238,6.459458,6.447009,0.101473549,3.191849044,"Data-Driven"
"237","WQXZ","lifesat",6.4541,6.3856,6.3489,6.3686,6.3922,6.4137,6.441,6.4384,6.437,6.4788,6.4853,6.4773,0.105491049,3.31821945,"Data-Driven"
"238","Broken Mirror Neurons","lifesat",6.43,6.4,6.37,6.36,6.4,6.42,6.43,6.42,6.44,6.48,6.49,6.49,0.106249382,3.342072814,"Intuition/Theory"
"239","Korrigan","lifesat",6.4,6.25,6.3,6.35,6.38,6.38,6.55,6.6,6.5,6.48,6.46,6.48,0.106984831,3.365206337,"Intuition/Theory"
"240","DrT","lifesat",6.42463991,6.425749818,6.429886704,6.430397692,6.432877219,6.435328579,6.436420302,6.437216162,6.430557298,6.422992947,6.451760565,6.433666827,0.111373884,3.503263951,"Data-Driven"
"241","Seaside","lifesat",6.3,6.25,6.2,6.15,6.15,6.15,6.15,6.15,6.2,6.25,6.3,6.35,0.111690552,3.51322474,"Intuition/Theory"
"242","Cascade Institute","lifesat",6.5,6.5,6.5,6.5,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,0.112082716,3.525560232,"Hybrid"
"243","Sociology","lifesat",6,6.05,6.1,6.15,6.18,6.22,6.26,6.28,6.3,6.31,6.32,6.33,0.112917284,3.551811583,"Intuition/Theory"
"244","CarrNCUSA","lifesat",6.3,6.45,6.49,6.49,6.45,6.46,6.43,6.48,6.4,6.41,6.43,6.46,0.121860365,3.833116053,"Hybrid"
"245","MLTS","lifesat",6.454638819,6.453416235,6.431747525,6.427728411,6.436624997,6.438309353,6.444751017,6.454662154,6.449976618,6.450420236,6.457250484,6.462453006,0.125580953,3.950147109,"Data-Driven"
"246","Bordeaux","lifesat",6.46,6.428,6.414,6.426,6.439,6.447,6.46,6.46,6.46,6.46,6.46,6.46,0.126582716,3.981657526,"Data-Driven"
"247","BRTWN","lifesat",6.460422,6.460422,6.460422,6.460422,6.460422,6.460422,6.460422,6.460422,6.460422,6.460422,6.460422,6.460422,0.139171382,4.377633858,"Data-Driven"
"248","Team29","lifesat",6,6.05,6.1,6.15,6.2,6.25,6.3,6.35,6.4,6.45,6.5,6.55,0.143517498,4.514340865,"Hybrid"
"249","Bluebirds","lifesat",6.46841,6.4686,6.46863,6.46864,6.46864,6.46864,6.46864,6.46864,6.46864,6.46864,6.46864,6.46864,0.147366049,4.635396982,"Data-Driven"
"250","Old Chickens","lifesat",6,6.1,6.2,6.3,6.4,6.45,6.491453324,6.496176655,6.50105743,6.505938205,6.510346647,6.515227422,0.148354414,4.666485991,"Hybrid"
"251","fearfulastra","lifesat",6.508629782,6.444670458,6.407886591,6.431860061,6.458139553,6.480067496,6.484948271,6.489671601,6.494552377,6.499433152,6.503841594,6.508722369,0.154784658,4.868749215,"Data-Driven"
"252","Abracadabra","lifesat",6,6,6,6.1,6.2,6.2,6.1,6.3,6.3,6.2,6.3,6.4,0.156264983,4.91531283,"Data-Driven"
"253","CheeseCake","lifesat",6.5,6.6,6.6,6.6,6.6,6.5,6.4,6.4,6.3,6.3,6.3,6.4,0.158140642,4.974311642,"Intuition/Theory"
"254","Haku","lifesat",6.251240329,6.320967712,6.251240329,6.181512947,6.111785565,6.042058182,5.9723308,5.9723308,6.111785565,6.181512947,6.251240329,6.314159915,0.174990354,5.504319105,"Data-Driven"
"255","Forecasting Team 1","lifesat",6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,0.178749382,5.622559288,"Intuition/Theory"
"256","Renegade","lifesat",6.472422477,6.478422477,6.484422477,6.490422477,6.496422477,6.502422477,6.508422477,6.514422477,6.520422477,6.526422477,6.532422477,6.538422477,0.184171859,5.793123212,"Intuition/Theory"
"257","Haifa_Team","lifesat",5.7,5.8,5.9,6.4,6.4,6.35,6.3,6.4,6.3,6.2,6.5,6.6,0.196738158,6.188395961,"Intuition/Theory"
"258","Heisenburg","lifesat",6.466864398,6.504414616,6.461430361,6.442078542,6.475901354,6.516969375,6.558467428,6.607316913,6.570484303,6.54538518,6.553683794,6.540211432,0.19901669,6.260067174,"Data-Driven"
"259","Me Myself and I","lifesat",6.2,6.2,6.1,6,6,6,5.7,6,6.2,6.3,6.4,6.4,0.217882641,6.853495396,"Intuition/Theory"
"260","md2000","lifesat",6.2,6.35,6.1,6.1,6,6,6.1,6.2,6.1,6.1,6,6,0.239176187,7.523283573,"Intuition/Theory"
"261","Dog's Sense","lifesat",5.9,5.85,5.9,5.9,6,6.05,6.1,6.15,6.2,6.2,6.15,6.2,0.271250618,8.532184341,"Data-Driven"
"262","Spartacus","lifesat",5.9,6,6.05,6,6.04,6.09,6.1,6.01,6.05,6.06,6.07,6.1,0.282083951,8.872946687,"Hybrid"
"263","Nurni Flowenol","lifesat",6.2,6.1,6.2,6.2,6.2,6.1,6,5.9,5.9,5.8,5.9,5.9,0.287917284,9.056434105,"Intuition/Theory"
"264","TeamKL","lifesat",6.4,6.6,7,7,6.8,6.5,6.5,6.5,6.2,6.3,6.8,6.8,0.328091633,10.32011767,"Intuition/Theory"
"265","Imielin","lifesat",6.2,6.25,6.1,6.1,6,6,5.8,6,5.8,5.8,5.9,6,0.330842854,10.40665728,"Intuition/Theory"
"266","Platypus","lifesat",4.581775883,6.008450876,5.582237763,5.948120104,6.0088404,6.0426352,6.07643,6.1017761,6.100196704,6.090739159,6.018981922,5.974150181,0.443389427,13.94680814,"Hybrid"
"267","HHH","lifesat",7,7,7,6,6,6,6,6,7,7,7,7,0.534286195,16.8059647,"Intuition/Theory"
"268","SCREEN Team","lifesat",5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6,6,6,6,0.696250618,21.90055332,"Intuition/Theory"
"269","AhamBrahamasmi","lifesat",5,7,6,7,6,4,5,4,5,6,6,5,1.063841991,33.46313476,"Intuition/Theory"
"270","Team Funemployed","lifesat",5.046847,4.375611,4.33403,4.292449,4.250868,4.506294,4.76172,5.017147,5.094369,5.171591,5.248812,5.296334,1.538244618,48.38546267,"Hybrid"
"271","Comet","lifesat",5,4,4,3,3,4,4,5,5,5,5,6,1.904583951,59.90866122,"Intuition/Theory"
"272","Imielin","negaffect",2.54,2.42,2.22,2.21,2.1,2.2,2.35,2.12,2.11,2.2,2.1,2,0.393575294,2.004441186,"Intuition/Theory"
"273","SCREEN Team","negaffect",2.5,2,2,1.8,1.8,1.8,1.5,1.5,1.8,1.8,1.8,1.8,0.40227023,2.04872366,"Intuition/Theory"
"274","ForeverJung90","negaffect",1.5,1.5,1.5,1.5,1.4,1.4,1,1,1.1,1.1,1.1,1.1,0.553924706,2.821085346,"Intuition/Theory"
"275","A Woman Scientist","negaffect",1.45,1.35,1.4,1.45,1,1.2,1.1,1.45,1.25,1.45,1.25,1.45,0.557410042,2.838835828,"Data-Driven"
"276","Duckling Power","negaffect",1.1957,1.2797,1.1877,1.43,1.3361,1.1127,1.30558,1.4635,1.1627,1.1651,1.386,1.2933,0.576665466,2.936901854,"Hybrid"
"277","CheeseCake","negaffect",1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.4,1.4,1.3,0.581622133,2.962145681,"Intuition/Theory"
"278","BlackSwan","negaffect",1.5,1.2,0.9,1.2,0.9,1.2,0.9,1.2,0.9,1.2,0.9,1.2,0.726969596,3.702386358,"Intuition/Theory"
"279","The Forecasting Four","negaffect",1.35,1.42,1.15,1.02,1.15,1.03,0.92,0.93,0.86,0.95,1.08,1.02,0.747258039,3.805713452,"Intuition/Theory"
"280","TeamKL","negaffect",1.4,1.3,1.3,1.3,1.2,1.1,1,1,0.8,0.8,0.8,0.8,0.753924706,3.839666145,"Intuition/Theory"
"281","Bluebirds","negaffect",1.03244,1.17127,0.945005,1.01603,1.17977,0.942003,1.01671,1.1786,0.94446,1.01434,1.17913,0.94446,0.773573206,3.939734069,"Data-Driven"
"282","Compassionate Values","negaffect",1.017,1.019,1.021,1.023,1.025,1.027,1.029,1.031,1.033,1.035,1.037,1.039,0.792591373,4.036591766,"Data-Driven"
"283","AbCdEfG","negaffect",0.9471,1.0161,0.9022,1.1364,1.047,0.816,1.0678,1.2088,0.882,0.97,1.1405,0.9941,0.809924706,4.124868768,"Data-Driven"
"284","WQXZ","negaffect",0.85983,0.975389,1.16971,0.872371,0.985362,1.18584,0.870584,0.985562,1.18048,0.883144,0.99611,1.19661,0.812988596,4.140472867,"Data-Driven"
"285","Heisenburg","negaffect",0.910343301,0.969367576,1.05153724,0.908505415,1.085153205,1.168368394,0.84180282,1.035452499,1.119925162,0.886814508,0.954954982,1.094869617,0.81833348,4.167693845,"Data-Driven"
"286","WeGen","negaffect",1,1,1,1,1,1,1,1,1,1,1,1,0.820591373,4.179193078,"Intuition/Theory"
"287","Team29","negaffect",1,1,1,1,1,1,1,1,1,1,1,1,0.820591373,4.179193078,"Intuition/Theory"
"288","LongerSquigglyLines","negaffect",0.710697,0.80337,0.971229,1.505267,0.811257,0.836564,1.017887,1.390591,0.871955,0.754317,1.1283,1.236912,0.829926096,4.226733928,"Data-Driven"
"289","MLTS","negaffect",0.984829206,0.985130777,0.985432348,0.985733918,0.986035489,0.98633706,0.986638631,0.986940202,0.987241772,0.987543343,0.987844914,0.988146485,0.834103527,4.248009184,"Data-Driven"
"290","StatFore","negaffect",0.981430407,0.981656585,0.981882764,0.982108942,0.98233512,0.982561298,0.982787476,0.983013654,0.983239832,0.98346601,0.983692188,0.983918367,0.837916986,4.267430762,"Data-Driven"
"291","Bordeaux","negaffect",0.973,0.989,0.973,0.989,0.989,0.973,0.989,0.989,0.973,0.973,0.989,0.973,0.839591373,4.275958253,"Data-Driven"
"292","Average Joes","negaffect",0.973223079,0.973223079,0.973223079,0.973223079,0.973223079,0.973223079,0.973223079,0.973223079,0.973223079,0.973223079,0.973223079,0.973223079,0.847368293,4.315565364,"Data-Driven"
"293","BRTWN","negaffect",0.9243366,0.9198901,1.0703853,0.9266996,0.9312765,1.0570666,0.9294482,0.9406549,1.045369,0.9324263,0.9483382,1.0351272,0.848839831,4.323059764,"Data-Driven"
"294","RTTMT","negaffect",0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.850591373,4.331980197,"Data-Driven"
"295","TheMets","negaffect",0.973,0.955,0.973,0.955,0.973,0.955,0.973,0.955,0.973,0.955,0.973,0.955,0.856591373,4.362537621,"Data-Driven"
"296","fearfulastra","negaffect",0.939,1.023,0.931,1.17,1.08,0.856,0.858,0.86,0.862,0.863,0.865,0.867,0.889424706,4.529754636,"Data-Driven"
"297","Me Myself and I","negaffect",1,0.8,0.7,0.7,0.8,0.7,0.9,1,1.1,1.1,1.2,1.1,0.895591373,4.561160877,"Intuition/Theory"
"298","ms607","negaffect",0.77,0.86,0.8,0.91,1.03,0.9,0.96,0.99,0.87,0.96,1.06,0.95,0.898924706,4.578137224,"Intuition/Theory"
"299","CantabRoyal","negaffect",1,1,0.9,0.9,0.8,0.8,0.7,0.8,0.9,1,1,1,0.920591373,4.688483477,"Intuition/Theory"
"300","Junesix","polar",82,84,86,85,87,89,89,87,86,85,86,87,2.041666667,0.994897959,"Data-Driven"
"301","NYHC","polar",85,85,86,86,87,87,88,86,85,85,84,84,2.208333333,1.076114119,"Intuition/Theory"
"302","Imielin","polar",83,84,86,84,83,85,88,82,86,83,84,85,2.375,1.157330279,"Intuition/Theory"
"303","BlackSwan","polar",85,83,86,84,86,85,83,82,84,81,84,82,2.541666667,1.238546439,"Intuition/Theory"
"304","md2000","polar",81,82,83,86,87,88,90,88,84,83,85,86,2.541666667,1.238546439,"Intuition/Theory"
"305","Sociology","polar",87,87,87,87,86,86,86,85,85,85,85,85,2.625,1.279154519,"Intuition/Theory"
"306","Goldensaber","polar",82.5,83,83.35,84,84.5,83.35,83.35,83.35,83.35,83.35,83.35,83.35,2.65,1.291336943,"Intuition/Theory"
"307","polarization-2020CO","polar",84,85,86,84,85,83,82,81,83,81,82,82,2.708333333,1.319762599,"Intuition/Theory"
"308","Compassionate Values","polar",82.96,83.032,83.104,83.176,83.248,83.32,83.392,83.464,83.536,83.608,83.68,83.752,2.887666667,1.407151187,"Data-Driven"
"309","fearfulastra","polar",84.028,86.978,85.911,83.894,85.228,85.078,85.353,85.618,85.893,86.168,86.416,86.691,2.902333333,1.414298209,"Data-Driven"
